ID,SORTIMENT,TYPERING,JAAR_VAN_AANPLANT,STRAATNAAM,WOONPLAATS,RD_XCOORD,RD_YCOORD,longitude,latitude
547212,Aesculus hippocastanum,Waardevolle Boom,1950,Bennebroekerweg,Hoofddorp,"104106,902","479083,617",4.64114430677177,52.297373355379
926661,Fagus sylvatica 'Purpurea',Monumentale Boom,1895,Aalsmeerderdijk,Rijsenhout,"109157,894","474556,551",4.71579670256927,52.2571312308998
951282,Platanus x hispanica,Monumentale Boom,1915,Aalsmeerderdijk,Rijsenhout,"109250,716","474611,184",4.71714871568433,52.2576299283706
1005161,Fagus sylvatica 'Purpurea',Monumentale Boom Landel. Lijst,1915,Aalsmeerderdijk,Rijsenhout,"109446,032","474859,293",4.71997579228849,52.2598758856549
461348,Aesculus hippocastanum,Monumentale Boom,1950,Huigsloterdijk,Weteringbrug,"103756,202","470338,622",4.63732693572771,52.2187491830105
461349,Aesculus hippocastanum,Monumentale Boom,1950,Huigsloterdijk,Weteringbrug,"103759,347","470335,263",4.63737345893459,52.2187192847284
839223,Acer platanoides,Waardevolle Boom,1960,Hoofdweg,Hoofddorp,"107354,76","479688,888",4.68866683886914,52.3031032425453
839221,Acer platanoides,Waardevolle Boom,1960,Hoofdweg,Hoofddorp,"107358,171","479693,238",4.68871623119456,52.3031426310044
839220,Acer platanoides,Waardevolle Boom,1960,Hoofdweg,Hoofddorp,"107361,936","479696,966",4.68877090100768,52.3031764601078
839219,Acer platanoides,Waardevolle Boom,1960,Hoofdweg,Hoofddorp,"107365,966","479701,012",4.68882941101489,52.3032131699659
839218,Acer platanoides,Waardevolle Boom,1960,Hoofdweg,Hoofddorp,"107369,049","479705,046",4.68887403961452,52.3032496901075
1030396,Aesculus hippocastanum,Monumentale Boom,1935,Hoofdweg,Lijnden,"110999,157","483813,107",4.7415569580432,52.3404709011516
902516,Aesculus hippocastanum,Monumentale Boom,1915,Rijnlanderweg,Hoofddorp,"108576,142","477875,813",4.70682153765712,52.2869132351993
902517,Aesculus hippocastanum,Monumentale Boom,1915,Rijnlanderweg,Hoofddorp,"108572,258","477871,687",4.7067651864169,52.2868758217328
917653,Fagus sylvatica,Monumentale Boom,1935,Hoofdweg,Hoofddorp,"107336,849","479590,176",4.68841818662431,52.3022145658951
917660,Fagus sylvatica,Monumentale Boom,1935,Hoofdweg,Hoofddorp,"107336,011","479587,391",4.68840629455719,52.3021894645357
917658,Fagus sylvatica,Monumentale Boom,1935,Hoofdweg,Hoofddorp,"107336,434","479588,075",4.68841239917613,52.3021956482482
852639,Fagus sylvatica,Monumentale Boom,1895,Hoofdweg,Hoofddorp,"107363,119","479602,561",4.68880155456799,52.3023281415195
852640,Fagus sylvatica,Monumentale Boom,1895,Hoofdweg,Hoofddorp,"107359,68","479598,857",4.68875166150342,52.302294556293
849847,Fagus sylvatica 'Purpurea',Monumentale Boom Landel. Lijst,1895,Hoofdweg,Hoofddorp,"107540,688","479895,157",4.69136359278217,52.3049730311822
1011138,Tilia platyphyllos,Monumentale Boom,1935,Aalsmeerderdijk,Aalsmeerderbrug,"110817,751","475851,398",4.73993656555742,52.2689036636792
1010445,Tilia platyphyllos,Monumentale Boom,1935,Aalsmeerderdijk,Aalsmeerderbrug,"110821,455","475848,223",4.73999123996924,52.268875426013
1010452,Tilia platyphyllos,Monumentale Boom,1935,Aalsmeerderdijk,Aalsmeerderbrug,"110839,182","475833,01",4.74025290798358,52.2687401233353
1010448,Tilia platyphyllos,Monumentale Boom,1935,Aalsmeerderdijk,Aalsmeerderbrug,"110828,909","475842,184",4.74010122971304,52.2688217495067
802438,Tilia vulgaris,Monumentale Boom,1950,Hoofdweg,Hoofddorp,"106715,115","478900,415",4.67940222548805,52.2959615504561
1024272,Aesculus hippocastanum,Monumentale Boom,1915,Aalsmeerderdijk,Aalsmeerderbrug,"111630,352","476423,89",4.75176701725088,52.2741132452868
1167663,Aesculus hippocastanum,Monumentale Boom,1935,Nieuwemeerdijk,Badhoevedorp,"116066,423","481303,6",4.81619716294564,52.3182992984165
792858,Tilia vulgaris,Monumentale Boom,1950,Hoofdweg,Hoofddorp,"106745,204","478927,362",4.67983942805085,52.2962063554928
799743,Tilia vulgaris,Monumentale Boom,1950,Hoofdweg,Hoofddorp,"106747,957","478924,303",4.67988021895835,52.2961791053637
802439,Tilia vulgaris,Monumentale Boom,1950,Hoofdweg,Hoofddorp,"106712,176","478897,097",4.67935962052334,52.2959314722701
1013870,Fagus sylvatica,Monumentale Boom,1880,Aalsmeerderdijk,Aalsmeerderbrug,"110775,72","475772,198",4.73933120873574,52.2681885079424
965291,Tilia platyphyllos,Monumentale Boom,1915,Aalsmeerderdijk,Aalsmeerderbrug,"110613,625","475706,936",4.73696526722023,52.2675889710484
965290,Tilia platyphyllos,Monumentale Boom,1915,Aalsmeerderdijk,Aalsmeerderbrug,"110622,825","475710,418",4.73709957606487,52.2676210032613
1030388,Fagus sylvatica 'Purpurea',Monumentale Boom,1895,Hoofdweg,Lijnden,"111035,655","483819,288",4.74209166306503,52.3405293627468
1030390,Fagus sylvatica 'Purpurea',Monumentale Boom,1895,Hoofdweg,Lijnden,"111026,614","483808,275",4.74196044467151,52.3404296726889
1030394,Aesculus hippocastanum,Monumentale Boom,1935,Hoofdweg,Lijnden,"111004,638","483811,872",4.74163753433553,52.3404602379362
1093647,Platanus x hispanica,Monumentale Boom,1915,Akerdijk,Lijnden,"112412,619","485191,238",4.76212201622748,52.3529673819815
1167664,Aesculus hippocastanum,Monumentale Boom,1935,Nieuwemeerdijk,Badhoevedorp,"116060,933","481304,394",4.8161165570865,52.3183060400747
249019,Aesculus hippocastanum,Monumentale Boom,1935,Lisserweg,Lisserbroek,"99420,442","475136,968",4.57309876091515,52.2614526789197
509975,Aesculus hippocastanum,Monumentale Boom,1950,Hoofdweg,Nieuw-Vennep,"103836,656","475686,786",4.63769682617336,52.2668210282698
934321,Tilia vulgaris,Monumentale Boom,1950,Kruisweg,Hoofddorp,"108265,63","479424,235",4.70205695352669,52.3008027809146
934318,Tilia vulgaris,Monumentale Boom,1950,Kruisweg,Hoofddorp,"108268,077","479427,064",4.70209243642634,52.3008284177681
296609,Fraxinus excelsior,Monumentale Boom,1950,Hoofdweg,Abbenes,"101188,134","472626,172",4.59938750453844,52.2390633519072
296608,Fraxinus excelsior,Monumentale Boom,1950,Hoofdweg,Abbenes,"101195,532","472618,989",4.59949693519261,52.2389995184177
296607,Fraxinus excelsior,Monumentale Boom,1950,Hoofdweg,Abbenes,"101203,088","472612,229",4.59960862476387,52.2389395059901
296613,Fraxinus excelsior,Monumentale Boom,1935,Hoofdweg,Abbenes,"101151,274","472553,323",4.59885948667485,52.2384050621917
487029,Aesculus hippocastanum,Monumentale Boom,1935,Venneperweg,Nieuw-Vennep,"103796,909","475242,23",4.63718184586412,52.2628221043759
954413,Aesculus hippocastanum,Monumentale Boom,1935,Kruisweg,Hoofddorp,"108304,293","479470,97",4.70261726567954,52.3012260717575
1096372,Aesculus carnea,Monumentale Boom,1955,Burg. Amersfoordtlaan,Badhoevedorp,"114314,99","483820,961",4.79020813850021,52.3407965353711
1010450,Tilia platyphyllos,Monumentale Boom,1935,Aalsmeerderdijk,Aalsmeerderbrug,"110834,27","475837,681",4.74018034310254,52.2687817110851
275235,Salix alba 'Tristis',Monumentale Boom,1935,Hoofdweg,Abbenes,"101139,888","472653,512",4.59867689420466,52.2393043565721
275228,Fraxinus excelsior,Monumentale Boom,1935,Hoofdweg,Abbenes,"101147,294","472557,423",4.59880057106551,52.2384415278304
275229,Fraxinus excelsior,Monumentale Boom,1935,Hoofdweg,Abbenes,"101142,59","472561,283",4.59873110017944,52.2384757549826
275230,Fraxinus excelsior,Monumentale Boom,1935,Hoofdweg,Abbenes,"101137,886","472565,384",4.59866159086157,52.2385121499707
801776,Tilia vulgaris,Monumentale Boom,1950,Hoofdweg,Hoofddorp,"106729,321","478915,319",4.67960832636956,52.2960967353422
792867,Tilia vulgaris,Monumentale Boom,1950,Hoofdweg,Hoofddorp,"106731,636","478918,35",4.67964182427074,52.2961241776229
683430,Tilia vulgaris 'Pallida',Gedenkboom,1990,Skagerrak,Hoofddorp,"106019,714","480370,915",4.66899605417017,52.3091155835996
1042323,Aesculus hippocastanum,Monumentale Boom,1955,Lindenlaan,Zwanenburg,"111362,08","488212,13",4.74631207058841,52.3800337535663
985995,Aesculus hippocastanum,Monumentale Boom,1915,Aalsmeerderweg,Rozenburg,"110001,2","476552,501",4.72788168501874,52.2751385906268
988693,Aesculus hippocastanum,Monumentale Boom,1915,Aalsmeerderweg,Rozenburg,"109970,082","476527,897",4.72742905391015,52.2749149252317
909487,Tilia platyphyllos,Monumentale Boom,1950,Leimuiderdijk,Rijsenhout,"107732,842","473112,167",4.69512828067706,52.244030105433
395108,Aesculus hippocastanum,Monumentale Boom,1950,Spieringweg,Zwaanshoek,"102690,082","480506,609",4.62015613659699,52.3100290442359
495902,Acer pseudoplatanus,Waardevolle Boom,1935,Venneperweg,Nieuw-Vennep,"103928,234","475163,26",4.63911723729692,52.2621245711953
500052,Tilia vulgaris,Monumentale Boom,1935,Hoofdweg,Nieuw-Vennep,"103944,102","475789,982",4.6392551435547,52.2677584098374
498041,Tilia vulgaris,Monumentale Boom,1935,Hoofdweg,Nieuw-Vennep,"103940,575","475788,896",4.63920362965064,52.267748327946
930464,Quercus robur,Waardevolle Boom,1967,Verremeer,Rijsenhout,"109120,989","475086,884",4.71518437633138,52.2618943543684
928639,Salix alba,Monumentale Boom,1968,Gevers van Endegeeststr.,Hoofddorp,"108158,221","479810,427",4.70042885676295,52.3042643933839
413044,Tilia x europaea,Monumentale Boom,1950,Eugenie Previnaireweg,Nieuw-Vennep,"103357,198","475235,414",4.6307425557702,52.2627198745389
1093648,Platanus x hispanica,Monumentale Boom,1915,Akerdijk,Lijnden,"112421,672","485185,462",4.76225561465522,52.3529161734585
672351,Aesculus hippocastanum,Monumentale Boom,1895,IJweg,Hoofddorp,"105475,62","480666,995",4.66097510281576,52.311727817774
950884,Aesculus hippocastanum,Waardevolle Boom,1955,Aalsmeerderdijk,Rijsenhout,"109428,909","474741,292",4.71974088429889,52.2588139755855
902515,Fagus sylvatica,Monumentale Boom,1915,Rijnlanderweg,Hoofddorp,"108555,266","477896,689",4.7065127367839,52.2870990909159
774077,Tilia vulgaris,Monumentale Boom,1950,Hoofdweg,Hoofddorp,"106766,235","478907,096",4.68015058141508,52.2960260673654
902510,Populus x canescens,Monumentale Boom,1960,Kruisweg,Hoofddorp,"108574,549","479146,235",4.70662371988448,52.2983304868283
902512,Populus x canescens,Monumentale Boom,1960,Kruisweg,Hoofddorp,"108563,952","479147,32",4.70646823349414,52.2983393451496
978133,Fraxinus excelsior,Monumentale Boom,1935,Drakenstraat,Rijsenhout,"108786,914","475004,725",4.71030251319477,52.2611281009495
978136,Crataegus monogyna,Monumentale Boom,1935,Drakenstraat,Rijsenhout,"108802,963","474987,123",4.7105399685862,52.2609712558125
978132,Acer platanoides,Monumentale Boom,1935,Drakenstraat,Rijsenhout,"108780,184","475011,196",4.71020305886864,52.2611856949732
978110,Acer campestre,Monumentale Boom,1935,Drakenstraat,Rijsenhout,"108768,795","475015,338",4.71003568077297,52.2612219617814
1003390,Acer campestre,Monumentale Boom,1935,Drakenstraat,Rijsenhout,"108749,381","475028,28",4.70974957298956,52.261336650304
1001180,Carpinus betulus,Monumentale Boom,2005,Drakenstraat,Rijsenhout,"108858,971","474997,237",4.71135890522495,52.2610668375743
303596,Tilia vulgaris 'Pallida',Monumentale Boom,1915,Lisserweg,Lisserbroek,"100461,419","474221,986",4.58849241723225,52.2533336213523
953744,Acer pseudoplatanus,Monumentale Boom,1950,Kruisweg,Hoofddorp,"108321,371","479464,528",4.70286851371558,52.3011696204103
954414,Acer pseudoplatanus,Monumentale Boom,1950,Kruisweg,Hoofddorp,"108322,935","479466,174",4.70289121793544,52.3011845455676
942447,Acer pseudoplatanus,Waardevolle Boom,1950,Kruisweg,Hoofddorp,"108307,53","479447,655",4.70266794081119,52.3010168115589
916128,Tilia platyphyllos,Waardevolle Boom,1950,Graan voor Visch,Hoofddorp,"107322,239","478823,115",4.68831222816288,52.2953196935697
694133,Juglans regia,Monumentale Boom,1895,Hoofdweg,Hoofddorp,"105645,61","477810,77",4.66388479072665,52.2860741699962
1010018,Fagus sylvatica 'Purpurea',Monumentale Boom,1960,Aalsmeerderdijk,Aalsmeerderbrug,"111112,563","476102,157",4.74422275520271,52.2711808150685
1033714,Platanus x hispanica,Monumentale Boom,1935,Aalsmeerderdijk,Aalsmeerderbrug,"110905,725","475876,93",4.74122197185834,52.2691401634335
1010453,Tilia platyphyllos,Monumentale Boom,1935,Aalsmeerderdijk,Aalsmeerderbrug,"110835,759","475828,185",4.74020339858877,52.2686964862883
1010451,Tilia platyphyllos,Monumentale Boom,1935,Aalsmeerderdijk,Aalsmeerderbrug,"110830,229","475833,095",4.74012174448691,52.2687401714207
1010449,Tilia platyphyllos,Monumentale Boom,1935,Aalsmeerderdijk,Aalsmeerderbrug,"110825,215","475837,902",4.74004767507096,52.2687829688702
1010447,Tilia platyphyllos,Monumentale Boom,1935,Aalsmeerderdijk,Aalsmeerderbrug,"110820,004","475842,915",4.73997067617877,52.268827608425
1010446,Tilia platyphyllos,Monumentale Boom,1935,Aalsmeerderdijk,Aalsmeerderbrug,"110814,444","475847,826",4.73988858760992,52.2688712965854
795473,Tilia x europaea,Monumentale Boom,1935,Liniewal,Vijfhuizen,"106620,814","484875,114",4.67716359037839,52.3496477206932
795477,Fagus sylvatica,Monumentale Boom,1935,Liniewal,Vijfhuizen,"106604,3","484855,333",4.67692407140331,52.3494684966096
804218,Tilia vulgaris,Monumentale Boom,1935,Liniewal,Vijfhuizen,"106598,946","484846,35",4.67684679469968,52.3493872944257
917661,Fagus sylvatica,Monumentale Boom,1935,Hoofdweg,Hoofddorp,"107330,346","479586,451",4.68832337921251,52.3021805267767
303595,Tilia vulgaris 'Pallida',Monumentale Boom,1915,Lisserweg,Lisserbroek,"100461,471","474212,495",4.58849470815564,52.2532483304786
303597,Tilia vulgaris 'Pallida',Monumentale Boom,1915,Lisserweg,Lisserbroek,"100457,88","474217,124",4.58844138090321,52.2532895821521
540736,Salix alba,Waardevolle Boom,1915,Oosterdreef,Nieuw-Vennep,"104113,473","474952,708",4.64186199715777,52.2602494401042
917662,Fagus sylvatica,Monumentale Boom,1935,Hoofdweg,Hoofddorp,"107333,813","479586,11",4.68837425295876,52.3021777620547
858162,Aesculus hippocastanum,Monumentale Boom,1935,Hoofdweg,Hoofddorp,"107294,993","479626,377",4.68779946739689,52.3025362822804
934317,Tilia vulgaris,Monumentale Boom,1950,Kruisweg,Hoofddorp,"108270,83","479419,876",4.70213378910985,52.3007640468891
934319,Tilia vulgaris,Monumentale Boom,1950,Kruisweg,Hoofddorp,"108267,695","479417,046",4.70208822275622,52.3007383481489
934322,Tilia vulgaris,Monumentale Boom,1950,Kruisweg,Hoofddorp,"108263,259","479421,405",4.7020225917457,52.3007771505443
611822,Tilia x europaea 'Koningslinde',Gedenkboom,2013,Lisserweg,Weteringbrug,"104481,241","470761,789",4.64787294075609,52.2226190125617
939640,Tilia vulgaris,Monumentale Boom,1950,Kruisweg,Hoofddorp,"108284,749","479434,559",4.70233579363437,52.3008971844812
934308,Tilia vulgaris,Monumentale Boom,1950,Kruisweg,Hoofddorp,"108282,174","479432,393",4.70229834549324,52.3008775013278
934312,Tilia vulgaris,Monumentale Boom,1950,Kruisweg,Hoofddorp,"108278,631","479428,135",4.7022469961143,52.3008389343986
349840,Fagus sylvatica 'Atropunicea',Waardevolle Boom,1915,Hoofdweg,Abbenes,"100734,017","472305,915",4.59279101847765,52.2361407595159
349843,Fagus sylvatica 'Atropunicea',Waardevolle Boom,1915,Hoofdweg,Abbenes,"100727,537","472298,638",4.59269732984578,52.2360747241836
905213,Populus x canescens,Monumentale Boom,1960,Kruisweg,Hoofddorp,"108504,108","479206,877",4.70558280907384,52.2988695431105
905212,Populus x canescens,Monumentale Boom,1960,Kruisweg,Hoofddorp,"108507,001","479199,96",4.70562616860537,52.2988076235976
902507,Populus x canescens,Monumentale Boom,1960,Kruisweg,Hoofddorp,"108583,037","479149,873",4.70674764248132,52.2983638966387
1010017,Fagus sylvatica 'Purpurea',Monumentale Boom,1960,Aalsmeerderdijk,Aalsmeerderbrug,"111100,384","476102,237",4.74404432065653,52.271180564464
1010663,Fagus sylvatica 'Purpurea',Monumentale Boom,1960,Aalsmeerderdijk,Aalsmeerderbrug,"111094,441","476105,456",4.74395684697579,52.2712090198595
1010657,Fagus sylvatica 'Purpurea',Monumentale Boom,1960,Aalsmeerderdijk,Aalsmeerderbrug,"111089,242","476108,675",4.7438802552106,52.2712375343307
1010659,Fagus sylvatica 'Purpurea',Monumentale Boom,1960,Aalsmeerderdijk,Aalsmeerderbrug,"111084,042","476111,398",4.74380372759962,52.2712615982262
1010658,Fagus sylvatica 'Purpurea',Monumentale Boom,1960,Aalsmeerderdijk,Aalsmeerderbrug,"111088,994","476118,331",4.7438753748059,52.2713242996944
1010660,Fagus sylvatica 'Purpurea',Monumentale Boom,1960,Aalsmeerderdijk,Aalsmeerderbrug,"111094,441","476114,617",4.74395565832696,52.2712913544185
1010661,Fagus sylvatica 'Purpurea',Monumentale Boom,1960,Aalsmeerderdijk,Aalsmeerderbrug,"111099,146","476111,398",4.74402499545244,52.2712628004963
1010662,Fagus sylvatica 'Purpurea',Monumentale Boom,1960,Aalsmeerderdijk,Aalsmeerderbrug,"111103,355","476108,427",4.74408704570523,52.2712364323794
1010016,Fagus sylvatica 'Purpurea',Monumentale Boom,1960,Aalsmeerderdijk,Aalsmeerderbrug,"111108,059","476105,208",4.74415638266134,52.2712078783796
1011137,Tilia platyphyllos,Monumentale Boom,1935,Aalsmeerderdijk,Aalsmeerderbrug,"110812,856","475856,028",4.73986425411854,52.2689448822751
1010656,Fagus sylvatica 'Purpurea',Monumentale Boom,1960,Aalsmeerderdijk,Aalsmeerderbrug,"111109,793","476096,542",4.74418289803267,52.271130132235
1010019,Fagus sylvatica 'Purpurea',Monumentale Boom,1960,Aalsmeerderdijk,Aalsmeerderbrug,"111104,345","476099,266",4.74410274344266,52.2711541766326
398217,Aesculus hippocastanum,Monumentale Boom,1950,Spieringweg,Zwaanshoek,"102712,365","480539,163",4.62047781807967,52.3103237144951
926180,Fagus sylvatica 'Purpurea',Monumentale Boom,1965,Hoofdweg,Hoofddorp,"108167,833","480495,622",4.70047477702601,52.3104230882259
890170,Ulmus laevis,Monumentale Boom,1972,Nieuweweg,Hoofddorp,"108094,587","479930,225",4.69947930702792,52.305335613201
928636,Salix alba,Monumentale Boom,1968,Gevers van Endegeeststr.,Hoofddorp,"108160,199","479808,014",4.70045818988484,52.3042428757566
728754,Tilia x europaea 'Koningslinde',Gedenkboom,2003,Skagerrak,Hoofddorp,"106068,924","480340,801",4.66972194078703,52.3088493250974
947704,Juglans regia,Gedenkboom,2010,Kromme Spieringweg,Zwanenburg,"108879,712","488285,259",4.70984706145409,52.3804883532316
947705,Juglans regia,Gedenkboom,2010,Kromme Spieringweg,Zwanenburg,"108877,203","488290,13",4.7098095456832,52.3805319146663
947706,Juglans regia,Gedenkboom,2010,Kromme Spieringweg,Zwanenburg,"108871,742","488294,705",4.70972871943478,52.3805725756261
947707,Juglans regia,Gedenkboom,2010,Kromme Spieringweg,Zwanenburg,"108862,296","488295,591",4.70958987524203,52.3805797416579
947708,Juglans regia,Gedenkboom,2010,Kromme Spieringweg,Zwanenburg,"108856,687","488288,801",4.70950843959915,52.3805182556832
947709,Juglans regia,Gedenkboom,2010,Kromme Spieringweg,Zwanenburg,"108855,802","488282,602",4.70949628442579,52.3804624716968
947710,Juglans regia,Gedenkboom,2010,Kromme Spieringweg,Zwanenburg,"108859,196","488274,189",4.70954729137549,52.3803871505701
947711,Juglans regia,Gedenkboom,2010,Kromme Spieringweg,Zwanenburg,"108863,772","488269,023",4.70961519320219,52.3803411097479
947712,Juglans regia,Gedenkboom,2010,Kromme Spieringweg,Zwanenburg,"108869,528","488266,072",4.70970013162314,52.3803150642562
771986,Prunus avium,Monumentale Boom,1915,Vijfhuizerweg,Vijfhuizen,"106657,352","484880,129",4.67769906903275,52.3496959981966
887933,Acer campestre,Waardevolle Boom,1945,Stationsweg,Hoofddorp,"107687,236","480226,734",4.69346565221748,52.307965524419
915629,Tilia x europaea 'Euchlora',Monumentale Boom,1934,Hoofdweg,Hoofddorp,"107313,462","479542,146",4.68808211068769,52.3017808978867
855950,Fagus sylvatica 'Atropurpurea',Waardevolle Boom,1925,Kruisweg,Hoofddorp,"107420,331","480285,205",4.68954413132993,52.3084680201835
855948,Ginkgo biloba,Monumentale Boom,1955,Kruisweg,Hoofddorp,"107388,406","480276,165",4.6890773225052,52.3083840224614
855949,Ginkgo biloba,Monumentale Boom,1955,Kruisweg,Hoofddorp,"107392,411","480280,513",4.6891354296151,52.3084234460672
839584,Pinus Pinea,Waardevolle Boom,1925,Kruisweg,Hoofddorp,"107458,779","480308,662",4.69010454262835,52.3086821518796
835885,Ficus carica,Waardevolle Boom,,Kruisweg,Hoofddorp,"107400,239","480227,415",4.68925768497821,52.307946931935
835884,Ficus carica,Waardevolle Boom,,Kruisweg,Hoofddorp,"107392,538","480234,214",4.68914382246329,52.3080073670901
855951,Fagus sylvatica 'Atropurpurea',Waardevolle Boom,1925,Kruisweg,Hoofddorp,"107437,724","480286,234",4.68979899934165,52.308478776908
839585,Pinus Pinea,Waardevolle Boom,,Kruisweg,Hoofddorp,"107491,791","480333,715",4.69058504220117,52.3089101501249
839586,Olea europaea,Waardevolle Boom,,Kruisweg,Hoofddorp,"107480,596","480339,872",4.6904200384103,52.3089645187895
839587,Olea europaea,Waardevolle Boom,,Kruisweg,Hoofddorp,"107504,292","480326,812",4.69076929989468,52.3088491866584
261128,Fagus sylvatica 'Atropunicea',Monumentale Boom,1930,Narcissenstraat,Lisserbroek,"99308,267","475266,231",4.57143456986197,52.2626030404683
312174,Juglans regia,Waardevolle Boom,1930,Narcissenstraat,Lisserbroek,"99300,01","475244,796",4.57131715264052,52.2624095786141
926996,Fagus sylvatica 'Atropurpurea',Monumentale Boom,,Hoofdweg,Hoofddorp,"108245,396","480591,268",4.70159880991835,52.3112892430045
302888,Platanus x hispanica,Monumentale Boom,1930,Hoofdweg,Abbenes,"100777,771","472233,015",4.59344314063272,52.2354899062473
302889,Platanus x hispanica,Monumentale Boom,1930,Hoofdweg,Abbenes,"100777,531","472214,786",4.5934425447955,52.2353260520035
302890,Platanus x hispanica,Monumentale Boom,1930,Hoofdweg,Abbenes,"100772,254","472219,223",4.59336459216439,52.2353654137058
302891,Platanus x hispanica,Monumentale Boom,1930,Hoofdweg,Abbenes,"100765,178","472225,1",4.5932600763287,52.2354175326908
460014,Aesculus hippocastanum,Monumentale Boom,1915,Huigsloterdijk,Weteringbrug,"103755,046","470374,239",4.63730464653462,52.2190691712442
452484,Aesculus hippocastanum,Monumentale Boom,1910,Huigsloterdijk,Weteringbrug,"103703,181","470338,178",4.63655118160055,52.218740273784
1011139,Fagus sylvatica 'Atropunicea',Monumentale Boom,1890,Aalsmeerderdijk,Aalsmeerderbrug,"110775,76","475859,936",4.73932031881976,52.2689770335871
1014914,Tilia x europaea 'Koningslinde',Gedenkboom,2013,Plantsoenlaan,Zwanenburg,"111150,282","488042,57",4.74322378048277,52.378493082438
349170,Populus x canescens 'De Moffart',Gedenkboom,2013,Kalverlaantje,Abbenes,"100570,812","472379,559",4.59039021591053,52.2367865356869
463023,Tilia x europaea 'Koningslinde',Gedenkboom,2013,Venneperweg,Nieuw-Vennep,"103722,617","475307,172",4.6360838704685,52.2633988408616
881242,Tilia x europaea 'Koningslinde',Gedenkboom,2013,Burg. vd Willigenlaan,Hoofddorp,"107763,815","479352,331",4.69471070351279,52.3001138011918
1034134,Fagus sylvatica 'Purpurea',Monumentale Boom,1895,Sloterweg,Badhoevedorp,"112247,726","482008,567",4.76010542985427,52.3243517527892
915119,Fraxinus excelsior,Monumentale Boom,,Achterweg,Hoofddorp,"107330,07","479573,162",4.68832120435545,52.3020610740207
837684,Quercus robur,Monumentale Boom,2003,Achterweg,Hoofddorp,"107374,656","479578,226",4.68897410978354,52.3021104417247
899680,Aesculus hippocastanum,Monumentale Boom,1930,Julianalaan-Hdorp,Hoofddorp,"107988,074","479532,945",4.69797302337221,52.3017561649746
241777,Tilia x europaea 'Koningslinde',Gedenkboom,2013,Krabbescheerstraat,Lisserbroek,"99417,227","474897,889",4.57309090462915,52.259303766956
803258,Malus floribunda,Gedenkboom,2013,Schans,Vijfhuizen,"106619,376","484289,969",4.67722646661942,52.3443889447961
336925,Tilia x europaea 'Koningslinde',Gedenkboom,2013,Goudriaanstraat,Zwaanshoek,"102598,165","480632,04",4.61878897370095,52.3111475472732
1030392,Fagus sylvatica 'Purpurea',Waardevolle Boom,1895,Hoofdweg,Lijnden,"111014,025","483813,082",4.74177510730328,52.3404718664292
1108792,Aesculus hippocastanum,Monumentale Boom,1900,Leeuwerikstraat,Badhoevedorp,"113936,279","483673,188",4.78466939149958,52.3394403676982
1033079,Aesculus hippocastanum,Monumentale Boom,1935,Hoofdweg,Lijnden,"110987,255","483815,209",4.74138204380498,52.3404888391171
1008899,Platanus x hispanica,Monumentale Boom,1970,Troelstralaan,Zwanenburg,"111061,641","487778,742",4.74195652157514,52.3761149940418
1008881,Platanus x hispanica,Monumentale Boom,1970,Troelstralaan,Zwanenburg,"111077,906","487770,428",4.74219644994315,52.3760415782297
926649,Fraxinus excelsior,Monumentale Boom,1915,Hoofdweg,Hoofddorp,"109077,847","481530,54",4.71367719318356,52.3198005295051
926648,Fraxinus excelsior,Monumentale Boom,1915,Hoofdweg,Hoofddorp,"109073,897","481525,602",4.7136199353115,52.3197558266148
